c n x y
Total Fuel 824.473 S+IMin+BIO+FC
Total Maint 329.338 S+IMin+BIO+FC
Total Import 481.471 S+IMin+BIO+FC
Total Export 0.517 S+IMin+BIO+FC
Total Certificates 4.217 S+IMin+BIO+FC
Total DH 47.007 S+IMin+BIO+FC
Total Grid_Tariffs 207.794 S+IMin+BIO+FC
Total Emission_costs 0.0 S+IMin+BIO+FC
Total Total_cost 2759.515 S+IMin+BIO+FC
Total Emissions 116598.149 S+IMin+BIO+FC
Total LCOE 0.0 S+IMin+BIO+FC
Power1 Invest 244.5439392393027 S+IMin+BIO+FC
Power1 Fuel 824.4727884318783 S+IMin+BIO+FC
Power1 Maint 75.53213909378294 S+IMin+BIO+FC
Power1 Certificates 0 S+IMin+BIO+FC
Power1 Grid_Tariffs 0 S+IMin+BIO+FC
Power1 Emission_costs 0 S+IMin+BIO+FC
Power1 LCOE 0.07380210446404445 S+IMin+BIO+FC
Power2 Invest 225.4927410057708 S+IMin+BIO+FC
Power2 Fuel 0.0 S+IMin+BIO+FC
Power2 Maint 143.013698630137 S+IMin+BIO+FC
Power2 Certificates 0 S+IMin+BIO+FC
Power2 Grid_Tariffs 0 S+IMin+BIO+FC
Power2 Emission_costs 0 S+IMin+BIO+FC
Power2 LCOE 0.0 S+IMin+BIO+FC
Heat1 Invest 299.623622142995 S+IMin+BIO+FC
Heat1 Fuel 0.0 S+IMin+BIO+FC
Heat1 Maint 75.53213909378294 S+IMin+BIO+FC
Heat1 Certificates 0 S+IMin+BIO+FC
Heat1 Grid_Tariffs 0 S+IMin+BIO+FC
Heat1 Emission_costs 0 S+IMin+BIO+FC
Heat1 LCOE 0.0 S+IMin+BIO+FC
PV Invest 41.55027117545384 S+IMin+BIO+FC
PV Fuel 0 S+IMin+BIO+FC
PV Maint 26.63013698630137 S+IMin+BIO+FC
PV Certificates 0 S+IMin+BIO+FC
PV Grid_Tariffs 0 S+IMin+BIO+FC
PV Emission_costs 0 S+IMin+BIO+FC
PV LCOE 0.03233582395234321 S+IMin+BIO+FC
ST Invest 62.95495632644522 S+IMin+BIO+FC
ST Fuel 0 S+IMin+BIO+FC
ST Maint 8.63013698630137 S+IMin+BIO+FC
ST Certificates 0 S+IMin+BIO+FC
ST Grid_Tariffs 0 S+IMin+BIO+FC
ST Emission_costs 0 S+IMin+BIO+FC
